"itemid","name","image","description","price","stock","module","info1","info2","info3","info4","input_needed","can_use_item","delete_after_use","catid","status","itemlimit"
"918","Saliva Curativa","migrated/Habilidades____Habilidades_de_Licantropos____Saliva_Curativa.png","[Neutral] (ADQUIRIBLE) Saliva Curativa","400","999","0","0","0","0","0","0","0","0","32","0","0"
"919","Sanación Acelerada","migrated/Habilidades____Habilidades_de_Licantropos____Sanacion_Acelerada.png","[Neutral] (INNATA) Puede explotarse en temas de rol, NO cura mutilaciones.","0","0","0","0","0","0","0","0","0","0","32","0","0"
"920","Sentidos Aumentados","migrated/Habilidades____Habilidades_de_Licantropos____Sentidos_Aumentados.png","[Neutral] (INNATA) Los sentidos son agudizados, mayor capacidad de cada uno de ellos.","0","0","0","0","0","0","0","0","0","0","32","0","0"
"921","Visión Nocturna","migrated/Habilidades____Habilidades_de_Licantropos____Vision_Nocturna.png","[Neutral] (ADQUIRIBLE) Visión Nocturna","400","999","0","0","0","0","0","0","0","0","32","0","0"
"922","Bramido","migrated/Habilidades____Habilidades_de_Semigigantes____Bramido.png","[Ataque] (ADQUIRIBLE) Les da la habilidad de soltar un fuerte bramido con sus potentes cuerdas vocales lo que puede aturdir al enemigo.","900","999","0","0","0","0","0","0","0","0","33","0","0"
"923","Choque Poderoso","migrated/Habilidades____Habilidades_de_Semigigantes____Choque_Poderoso.png","[Ataque] (INNATA) El gigante junta ambas manos con fuerza produciendo una onda de choque, buscando desequilibrar al objetivo haciendo que pierda el equilibrio y dañando sus oídos. Les da la habilidad de soltar un fuerte bramido con sus potentes cuerdas vo","0","0","0","0","0","0","0","0","0","0","33","0","0"
"924","Fuerza Superior a la Humana","migrated/Habilidades____Habilidades_de_Semigigantes____Fuerza_Superior_a_la_Humana.png","[Ataque] (INNATA) Fuerza superior a la humana","0","0","0","0","0","0","0","0","0","0","33","0","0"
"925","Intimidación","migrated/Habilidades____Habilidades_de_Semigigantes____Intimidacion.png","[Ataque] (ADQUIRIBLE) Infunde miedo incontrolado e irracional a quienes se encuentran cerca.","400","999","0","0","0","0","0","0","0","0","33","0","0"
"926","Lanza de Tierra","migrated/Habilidades____Habilidades_de_Semigigantes____Lanza_de_Tierra.png","[Ataque] (ADQUIRIBLE) El gigante coloca ambas manos en el suelo enviando toda su energía natural produciendo que estalagmitas filosas salgan del suelo en dirección del objetivo.","800","999","0","0","0","0","0","0","0","0","33","0","0"
"927","Pisotón","migrated/Habilidades____Habilidades_de_Semigigantes____Pisoton.png","[Ataque] (ADQUIRIBLE) Su gran tamaño, fuerza y potencia les permite concentrar el peso en un pie para pisar y ocasionar pequeños sismos zonales que desestabilizan al rival.","900","999","0","0","0","0","0","0","0","0","33","0","0"
"928","Ignífugo","migrated/Habilidades____Habilidades_de_Semigigantes____Ignifugo.png","[Defensa] (INNATA) Resistencia al fuego Su dura piel evita que se produzca quemaduras.","0","0","0","0","0","0","0","0","0","0","33","0","0"
"929","Pararrayos","migrated/Habilidades____Habilidades_de_Semigigantes____Pararrayos.png","[Defensa] (ADQUIRIBLE) Resistencia y protección contra la electricidad.","600","999","0","0","0","0","0","0","0","0","33","0","0"
"930","Resistencia Física","migrated/Habilidades____Habilidades_de_Semigigantes____Resistencia_Fisica.png","[Defensa] (INNATA) Capaz de soportar grandes golpes físicos.","0","0","0","0","0","0","0","0","0","0","33","0","0"
"931","Resistencia a la Magia","migrated/Habilidades____Habilidades_de_Semigigantes____Resistencia_a_la_Magia.png","[Defensa] (INNATA) Capacidad para soportar pequeños encantamientos sin apenas rasguños. No aplicable a dados de enfrentamientos mágicos.","400","999","0","0","0","0","0","0","0","0","33","0","0"
"932","Salto Absoluto","migrated/Habilidades____Habilidades_de_Semigigantes____Salto_Absoluto.png","[Ataque y Defensa] (ADQUIRIBLE) Capacidad de salto aumentada: Capacidad de saltar varios metros de una zancada.","900","999","0","0","0","0","0","0","0","0","33","0","0"
"933","Ventisca de Arena","migrated/Habilidades____Habilidades_de_Semigigantes____Ventisca_de_Arena.png","[Ataque y Defensa] (ADQUIRIBLE) El gigante convoca la arena usando el material sobre el que esté parado para colocarla frente a él en el caso de la defensa y enviarla hacia el objetivo si es un ataque. Similar a una tormenta de arena del desierto.","900","999","0","0","0","0","0","0","0","0","33","0","0"
"934","Afinidad con la Naturaleza","migrated/Habilidades____Habilidades_de_Semigigantes____Afinidad_con_la_Naturaleza.png","- [Neutrales]","400","999","0","0","0","0","0","0","0","0","33","0","0"
"935","Berserker","migrated/Habilidades____Habilidades_de_Semigigantes____Berserker.png","- [Neutrales]","400","999","0","0","0","0","0","0","0","0","33","0","0"
"936","Camuflaje","migrated/Habilidades____Habilidades_de_Semigigantes____Camuflaje.png","- [Neutrales]","900","999","0","0","0","0","0","0","0","0","33","0","0"
"937","Concentración","migrated/Habilidades____Habilidades_de_Semigigantes____Concentracion.png","- [Neutrales]","0","0","0","0","0","0","0","0","0","0","33","0","0"
"938","Control térmico","migrated/Habilidades____Habilidades_de_Semigigantes____Control_termico.png","[Neutrales] (INNATA) Habilidad que aumenta la resistencia corporal cuando se expone a climas extremos, frío o calor. (No genera resistencia al hielo o el fuego, solo regula la temperatura corporal.)","0","0","0","0","0","0","0","0","0","0","33","0","0"
"939","Domesticación","migrated/Habilidades____Habilidades_de_Semigigantes____Domesticacion.png","[Neutrales] (ADQUIRIBLE) Mayor facilidad para domesticar criaturas de clasificación X, XX y XXX.","400","999","0","0","0","0","0","0","0","0","33","0","0"
"940","Florecimiento","migrated/Habilidades____Habilidades_de_Semigigantes____Florecimiento.png","[Neutrales] (ADQUIRIBLE) Puede acelerar el crecimiento de cualquier semilla hasta el punto del florecimiento. Sólo afecta flores, y árboles frutales de tamaño pequeño a medio. No funciona en árboles grandes.","300","999","0","0","0","0","0","0","0","0","33","0","0"
"941","Infestación Animal","migrated/Habilidades____Habilidades_de_Semigigantes____Infestacion_Animal.png","[Neutrales] (ADQUIRIBLE) Usando su capacidad de doma en seres mágicos, el gigante es capaz de atraer grandes números de animales pequeños como pueden ser ratones, insectos y todos aquellos considerados plagas. Solo tiene fines narrativos.","500","999","0","0","0","0","0","0","0","0","33","0","0"
"942","Inmunidad a la Seducción","migrated/Habilidades____Habilidades_de_Semigigantes____Inmunidad_a_la_Seduccion.png","[Neutrales] (ADQUIRIBLE) Evita ser encantado por las habilidades: Allure, Seducción y Stuprum.","600","999","0","0","0","0","0","0","0","0","33","0","0"
"943","Lenguaje de Gigante","migrated/Habilidades____Habilidades_de_Semigigantes____Lenguaje_de_Gigante.png","[Neutrales] (INNATA) Su crianza le ha permitido estar en contacto con los gigantes. Es capaz de entender y comunicarse con ellos y los cíclopes en su lenguaje gutural.","0","0","0","0","0","0","0","0","0","0","33","0","0"
"944","Localización","migrated/Habilidades____Habilidades_de_Semigigantes____Localizacion.png","[Neutrales] (ADQUIRIBLE) Les da la habilidad de localizar a alguien con sus sentidos.","400","999","0","0","0","0","0","0","0","0","33","0","0"
"945","Proyección De Voz","migrated/Habilidades____Habilidades_de_Semigigantes____Proyeccion_De_Voz.png","[Neutrales] (INNATA) Le permite al gigante modular su voz para poder proyectarla hasta 200 metros a la redonda. Comparable con el hechizo Sonorus.","0","0","0","0","0","0","0","0","0","0","33","0","0"
"946","Putrefacción","migrated/Habilidades____Habilidades_de_Semigigantes____Putrefaccion.png","[Neutrales] (ADQUIRIBLE) Lo opuesto al Florecimiento. El gigante exhala su aliento sobre la planta o fruta que vaya a manipular para hacerla morir de inmediato. Muy útil para plagas de plantas, hongos y maleza en general.","300","999","0","0","0","0","0","0","0","0","33","0","0"
"947","Resistencia a las Toxinas","migrated/Habilidades____Habilidades_de_Semigigantes____Resistencia_a_las_Toxinas.png","[Neutrales] (INNATA) Su gran tamaño y metabolismo le permite resistir cualquier veneno o enfermedad que afecte a los seres humanos. No le otorga invulnerabilidad antes venenos y enfermedades mágicas aunque puede minorar sus efectos.","0","0","0","0","0","0","0","0","0","0","33","0","0"
"948","Sanación Acelerada","migrated/Habilidades____Habilidades_de_Semigigantes____Sanacion_Acelerada.png","[Neutrales] (INNATA) Puede explotarse en temas de rol, NO cura mutilaciones.","0","0","0","0","0","0","0","0","0","0","33","0","0"
"949","Sentidos Aumentados","migrated/Habilidades____Habilidades_de_Semigigantes____Sentidos_Aumentados.png","[Neutrales] (INNATA) Los sentidos son agudizados, mayor capacidad de cada uno de ellos.","0","0","0","0","0","0","0","0","0","0","33","0","0"
"950","Tamaño Aumentado","migrated/Habilidades____Habilidades_de_Semigigantes____Tamao_Aumentado.png","[Neutrales] (ADQUIRIBLE) Tamaño corporal el doble de grande que un humano medio.","400","999","0","0","0","0","0","0","0","0","33","0","0"
"951","Aliento gélido","migrated/Habilidades____Habilidades_Sirenas____Aliento_gelido.png","[Ataque] (INNATA) Capacidad de soplar para crear un denso vapor que puede llegar a congelar.","0","0","0","0","0","0","0","0","0","0","34","0","0"
"952","Duplicación","migrated/Habilidades____Habilidades_Sirenas____Duplicacion.png","[Ataque] (ADQUIRIBLE) Crea una copia de la sirena que ataca al objetivo.","300","999","0","0","0","0","0","0","0","0","34","0","0"
"953","Elemental de agua","migrated/Habilidades____Habilidades_Sirenas____Elemental_de_agua.png","[Ataque] (ADQUIRIBLE) Crea una pequeña criatura hecha de agua que se lanza contra su objetivo.","300","999","0","0","0","0","0","0","0","0","34","0","0"
"954","Garras Afiladas","migrated/Habilidades____Habilidades_Sirenas____Garras_Afiladas.png","[Ataque] (INNATA) Garras Afiladas.","600","999","0","0","0","0","0","0","0","0","34","0","0"
"955","Tridente de agua","migrated/Habilidades____Habilidades_Sirenas____Tridente_de_agua.jpg","[Ataque] (ADQUIRIBLE) Permite crear un tridente que luego es lanzado contra su enemigo (requiere Manipulación de agua).","1500","999","0","0","0","0","0","0","0","0","34","0","0"
"956","Agilidad y flexibilidad","migrated/Habilidades____Habilidades_Sirenas____Agilidad_y_flexibilidad.png","[Defensa] (INNATA) Pueden contorsionar y dislocar sus articulaciones sin problema.","0","0","0","0","0","0","0","0","0","0","34","0","0"
"957","Armadura de Agua","migrated/Habilidades____Habilidades_Sirenas____Armadura_de_Agua.png","[Defensa] (INNATA) Capacidad de envolver su cuerpo con una densa capa de agua que la protege de los ataques.","0","0","0","0","0","0","0","0","0","0","34","0","0"
"958","Velocidad","migrated/Habilidades____Habilidades_Sirenas____Velocidad.png","[Defensa] (INNATA) Puede explotarse en temas de rol, NO para escapar de un duelo/enfrentamiento.","0","0","0","0","0","0","0","0","0","0","34","0","0"
"959","Coraza","migrated/Habilidades____Habilidades_Sirenas____Coraza.jpg","[Defensa] (ADQUIRIBLE) Convierten su piel en una densa capa de escamas capaz de resistir ataques físicos o pequeños hechizos.","600","999","0","0","0","0","0","0","0","0","34","0","0"
"960","Control molecular","migrated/Habilidades____Habilidades_Sirenas____Control_molecular.jpg","[Ataque y Defensa] (ADQUIRIBLE) Les permite manipular el agua para pasarlo de un estado a otro.","900","999","0","0","0","0","0","0","0","0","34","0","0"
"961","Manipulación del agua","migrated/Habilidades____Habilidades_Sirenas____Manipulacion_del_agua.jpg","[Ataque y Defensa] (ADQUIRIBLE) Son capaces de manipular el agua a voluntad. No manipulan el agua dentro del cuerpo. No son capaces de crear agua.","900","999","0","0","0","0","0","0","0","0","34","0","0"
"962","Bioluminiscencia","migrated/Habilidades____Habilidades_Sirenas____Bioluminiscencia.png","[Neutrales] (ADQUIRIBLE) Capacidad de manipular el fitoplancton para crear luz en determinadas zonas dentro del agua.","200","999","0","0","0","0","0","0","0","0","34","0","0"
"963","Camuflaje","migrated/Habilidades____Habilidades_Sirenas____Camuflaje.png","[Neutrales] (ADQUIRIBLE) Permite ocultarse en la naturaleza sin ser detectado por ningún humano.","900","999","0","0","0","0","0","0","0","0","34","0","0"
"964","Canto seductor","migrated/Habilidades____Habilidades_Sirenas____Canto_seductor.jpg","[Neutrales] (ADQUIRIBLE) Melodioso canto capaz de engañar y seducir al contrario, entre más fuerte y constante se realice llega a confundir.","400","999","0","0","0","0","0","0","0","0","34","0","0"
"965","Domesticación","migrated/Habilidades____Habilidades_Sirenas____Domesticacion.png","[Neutrales] (ADQUIRIBLE) Mayor facilidad para domesticar criaturas de clasificación X, XX y XXX.","400","999","0","0","0","0","0","0","0","0","34","0","0"
"966","Eco-localización","migrated/Habilidades____Habilidades_Sirenas____Ecolocalizacion.png","[Neutrales] (ADQUIRIBLE) Mientras se esté transformado, permite el uso de ondas sonoras y eco para determinar la ubicación de objetos o personas en el mar (Requiere transformación).","500","999","0","0","0","0","0","0","0","0","34","0","0"
"967","Elegancia Suprema","migrated/Habilidades____Habilidades_Sirenas____Elegancia_Suprema.png","[Neutrales] (ADQUIRIBLE) Supremacía en sus movimientos expresando gracia y delicadeza en ellos.","300","999","0","0","0","0","0","0","0","0","34","0","0"
"968","Mimetización del aroma","migrated/Habilidades____Habilidades_Sirenas____Mimetizacion_del_aroma.png","[Neutrales] (ADQUIRIBLE) Capacidad de disminuir o disimular el aroma particular de la raza.","300","999","0","0","0","0","0","0","0","0","34","0","0"
"969","Percepción acuatica","migrated/Habilidades____Habilidades_Sirenas____Percepcion_acuatica.jpg","[Neutrales] (ADQUIRIBLE) Permite sentir dónde está la fuente de agua más cercana","600","999","0","0","0","0","0","0","0","0","34","0","0"
"970","Sanación acelerada","migrated/Habilidades____Habilidades_Sirenas____Sanacion_acelerada.png","[Neutrales] (INNATA) Puede explotarse en temas de rol, NO cura mutilaciones.","0","0","0","0","0","0","0","0","0","0","34","0","0"
"971","Sentidos aumentados","migrated/Habilidades____Habilidades_Sirenas____Sentidos_aumentados.png","[Neutrales] (INNATA) Los sentidos son agudizados, mayor capacidad de cada uno de ellos","0","0","0","0","0","0","0","0","0","0","34","0","0"
"972","Sirenio","migrated/Habilidades____Habilidades_Sirenas____Sirenio.jpg","[Neutrales] (INNATA) Idioma propio de las sirenas, solo estas son capaces de entender el idioma.","0","0","0","0","0","0","0","0","0","0","34","0","0"
"973","Stuprum","migrated/Habilidades____Habilidades_Sirenas____Stuprum.jpg","[Neutrales] (INNATA) Voz melodiosa con la que conquistan a los demás, no los manipula pero si los seduce al punto de que sienten una gran atracción.","0","0","0","0","0","0","0","0","0","0","34","0","0"
"974","Transformación","migrated/Habilidades____Habilidades_Sirenas____Transformacion.jpg","[Neutrales] (INNATA) Capacidad de convertir su cola en piernas humanas y viceversa","0","0","0","0","0","0","0","0","0","0","34","0","0"
"975","Comunicación marina","migrated/Habilidades____Habilidades_Sirenas____Comunicacion_marina.jpg","[Neutrales] (ADQUIRIBLE) Capacidad de comunicarse con bestias y criaturas marinas.","600","999","0","0","0","0","0","0","0","0","34","0","0"
"976","Concentración","migrated/Habilidades____Habilidades_Sirenas____Concentracion.png","[Neutrales] (INNATA) Habilidad para prestar atención al entorno.","0","0","0","0","0","0","0","0","0","0","34","0","0"
"977","Toque de seducción","migrated/Habilidades____Habilidades_Sirenas____Toque_de_seduccion.jpg","[Neutrales] (ADQUIRIBLE) Habilidad con la que pueden seducir a una persona con solo tocarla.","400","999","0","0","0","0","0","0","0","0","34","0","0"
"978","Transformación animal","migrated/Habilidades____Habilidades_Sirenas____Transformacion_animal.jpg","[Neutrales] (ADQUIRIBLE) Permite convertirse en tres animales diferentes(Focas, tiburones, salmones)","600","999","0","0","0","0","0","0","0","0","34","0","0"
"979","Ataque Sónico","migrated/Habilidades____Habilidades_de_Vampiros____Ataque_Sonico.png","[Ataque] (ADQUIRIBLE) Produce un sonido de frecuencia tan alta que es capaz de desestabilizar al oponente.","800","999","0","0","0","0","0","0","0","0","35","0","0"
"980","Confusión","migrated/Habilidades____Habilidades_de_Vampiros____Confusion.png","[Ataque] (ADQUIRIBLE) Se puede generar un estado de confusión temporal en la persona al establecer contacto visual. (Requiere Concentración)","400","999","0","0","0","0","0","0","0","0","35","0","0"
"981","Criokinesis","migrated/Habilidades____Habilidades_de_Vampiros____Criokinesis.png","[Ataque] (ADQUIRIBLE) Puede controlar el frío, logrando congelar pequeñas cosas.","400","999","0","0","0","0","0","0","0","0","35","0","0"
"982","Dolor Mental","migrated/Habilidades____Habilidades_de_Vampiros____Dolor_Mental.png","[Ataque] (ADQUIRIBLE) Se puede concentrar y producir dolor con tal solo desearlo, funciona contra humanos y razas (siempre que estén en forma humana). (Requiere Concentración)","400","999","0","0","0","0","0","0","0","0","35","0","0"
"983","Fuerza Superior a la Humana","migrated/Habilidades____Habilidades_de_Vampiros____Fuerza_Superior_a_la_Humana.png","[Ataque] (INNATA) Fuerza Superior a la Humana","0","0","0","0","0","0","0","0","0","0","35","0","0"
"984","Garras Afiladas","migrated/Habilidades____Habilidades_de_Vampiros____Garras_Afiladas.png","[Ataque] (INNATA) Garras Afiladas.","600","999","0","0","0","0","0","0","0","0","35","0","0"
"985","Niebla de desconcierto","migrated/Habilidades____Habilidades_de_Vampiros____Niebla_de_desconcierto.png","[Ataque y Defensa] (ADQUIRIBLE) Produce una niebla con la capacidad de desorientar al objetivo. Como defensa sirve para camuflar al lanzador.","1000","999","0","0","0","0","0","0","0","0","35","0","0"
"986","Obtenebración","migrated/Habilidades____Habilidades_de_Vampiros____Obtenebracion.png","[Ataque y Defensa] (ADQUIRIBLE) Manipula las sombras en la habitación dándoles consistencia física para generar formas que ataquen al enemigo o envolverse en ellas para protegerse.","1000","999","0","0","0","0","0","0","0","0","35","0","0"
"987","Agilidad y Flexibilidad","migrated/Habilidades____Habilidades_de_Vampiros____Agilidad_y_Flexibilidad.png","[Defensa] (INNATA) Pueden contorsionar y dislocar sus articulaciones sin problema.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"988","Fortaleza","migrated/Habilidades____Habilidades_de_Vampiros____Fortaleza.png","[Defensa] (ADQUIRIBLE) Resistencia al dolor físico.","400","999","0","0","0","0","0","0","0","0","35","0","0"
"989","Forma de Niebla","migrated/Habilidades____Habilidades_de_Vampiros____Forma_de_Niebla.png","[Defensa] (INNATA) Permite transformarse en una ligera niebla durante un corto periodo de tiempo. Puede usarse para esquivar un ataque o filtrarse por espacios pequeños.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"990","Velocidad","migrated/Habilidades____Habilidades_de_Vampiros____Velocidad.png","[Defensa] (INNATA) Puede explotarse en temas de rol, NO para escapar de un duelo/enfrentamiento.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"991","Alteraciòn de la Melanina","migrated/Habilidades____Habilidades_de_Vampiros____Alteracin_de_la_Melanina.png","[Neutrales] (ADQUIRIBLE) Control sobre la producción de melanina que altera el color de la piel para darle una apariencia humana.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"992","Bloqueo Mental","migrated/Habilidades____Habilidades_de_Vampiros____Bloqueo_Mental.png","[Neutrales] (ADQUIRIBLE) Se puede bloquear la habilidad de legeremancia.","400","999","0","0","0","0","0","0","0","0","35","0","0"
"993","Concentración","migrated/Habilidades____Habilidades_de_Vampiros____Concentracion.png","[Neutrales](INNATA) Habilidad para prestar atención al entorno.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"994","Eco-localización","migrated/Habilidades____Habilidades_de_Vampiros____Ecolocalizacion.png","[Neutrales] (ADQUIRIBLE) Mientras se esté transformado, permite el uso de ondas sonoras y eco para determinar la ubicación de objetos o personas. (Requiere transformación)","500","999","0","0","0","0","0","0","0","0","35","0","0"
"995","Hemokinesis","migrated/Habilidades____Habilidades_de_Vampiros____Hemokinesis.png","[Neutrales] (ADQUIRIBLE) Obtienes el control total temporal de un humano al darle de beber tu sangre. (Requiere Concentración)","900","999","0","0","0","0","0","0","0","0","35","0","0"
"996","Imitación Vocal","migrated/Habilidades____Habilidades_de_Vampiros____Imitacion_Vocal.png","[Neutrales] (ADQUIRIBLE) Tus cuerdas vocales son muy hábiles, puedes imitar la voz de cualquier persona que conozcas.","400","999","0","0","0","0","0","0","0","0","35","0","0"
"997","Mordida de Transformación","migrated/Habilidades____Habilidades_de_Vampiros____Mordida_de_Transformacion.png","[Neutrales] (ADQUIRIBLE) Los híbridos no pueden obtenerla.","400","999","0","0","0","0","0","0","0","0","35","0","0"
"998","Percepción del Aura","migrated/Habilidades____Habilidades_de_Vampiros____Percepcion_del_Aura.png","[Neutrales](INNATA) Se puede captar el humor y la hostilidad de una persona, NO para identificar al enemigo.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"999","Rastreo","migrated/Habilidades____Habilidades_de_Vampiros____Rastreo.png","[Neutrales] (ADQUIRIBLE) El vampiro puede lograr encontrar a cualquier persona de la que conozca su aroma en un rango de 20 km.","400","999","0","0","0","0","0","0","0","0","35","0","0"
"1000","Sanación Acelerada","migrated/Habilidades____Habilidades_de_Vampiros____Sanacion_Acelerada.png","[Neutrales](INNATA) Puede explotarse en temas de rol, NO cura mutilaciones.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"1001","Seducción","migrated/Habilidades____Habilidades_de_Vampiros____Seduccion.png","[Neutrales] (INNATA) Provoca atracción física, de ser posible, en el objetivo lo que lo deja &#34;enamorado&#34; del usuario y provoca que sea mas fácil manipularle o influir sobre él momentáneamente.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"1002","Sentidos Aumentados","migrated/Habilidades____Habilidades_de_Vampiros____Sentidos_Aumentados.png","[Neutrales] (INNATA) Los sentidos son agudizados, mayor capacidad de cada uno de ellos.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"1003","Transformación Animal","migrated/Habilidades____Habilidades_de_Vampiros____Transformacion_Animal.png","[Neutrales] (ADQUIRIBLE) Permite convertirse en murciélago.","600","999","0","0","0","0","0","0","0","0","35","0","0"
"1004","Ver los Recuerdos","migrated/Habilidades____Habilidades_de_Vampiros____Ver_los_Recuerdos.png","[Neutrales] (ADQUIRIBLE) Con contacto físico se puede entrar a la memoria de la persona y acceder a experiencias pasadas.","600","999","0","0","0","0","0","0","0","0","35","0","0"
"1005","Vinculación","migrated/Habilidades____Habilidades_de_Vampiros____Vinculacion.png","[Neutrales] (INNATA) Forma un vínculo único con aquellos que beben de su sangre vampira, fortaleciendo la fidelidad del individuo hacia el vampiro.","0","0","0","0","0","0","0","0","0","0","35","0","0"
"1006","Visión Compartida","migrated/Habilidades____Habilidades_de_Vampiros____Vision_Compartida.png","[Neutrales] (ADQUIRIBLE) El vampiro puede establecer contacto con otros vampiros y compartir lo que se está viendo por algunos minutos.","400","999","0","0","0","0","0","0","0","0","35","0","0"
"1007","Bolas de Fuego","migrated/Habilidades____Habilidades_de_Veela____Bolas_de_Fuego.png","[Ataque] (ADQUIRIBLE) Las Veelas pueden manipular el calor en sus manos, pudiendo incluso, luego de años de práctica, desarrollar bolas de fuego para defenderse. (Requiere “Control Emocional”)","600","999","0","0","0","0","0","0","0","0","36","0","0"
"1008","Canto Aturdidor","migrated/Habilidades____Habilidades_de_Veela____Canto_Aturdidor.png","[Ataque] (ADQUIRIBLE) Permite realizar un canto que deja aturdidos y confundidos a los presentes.","400","999","0","0","0","0","0","0","0","0","36","0","0"
"1009","Garras Afiladas","migrated/Habilidades____Habilidades_de_Veela____Garras_Afiladas.png","[Ataque] (ADQUIRIBLE) Garras Afiladas.","600","999","0","0","0","0","0","0","0","0","36","0","0"
"1010","Grito de Banshee","migrated/Habilidades____Habilidades_de_Veela____Grito_de_Banshee.png","[Ataque] (INNATA) Grito que crea un insoportable sonido, es tan fuerte que puede escucharse a kilómetros.","0","0","0","0","0","0","0","0","0","0","36","0","0"
"1011","Liberación de Feromonas","migrated/Habilidades____Habilidades_de_Veela____Liberacion_de_Feromonas.png","[Ataque] (INNATA) Capacidad de soltar feromonas para modificar el comportamiento del individuo que las percibe desestabilizando. No produce enamoramiento.","0","0","0","0","0","0","0","0","0","0","36","0","0"
"1012","Mordida de Veneno","migrated/Habilidades____Habilidades_de_Veela____Mordida_de_Veneno.png","[Ataque] (ADQUIRIBLE) Funciona de forma parecida a la mordida de una serpiente, la víctima queda totalmente paralizada.","400","999","0","0","0","0","0","0","0","0","36","0","0"
"1013","Electrokinesis","migrated/Habilidades____Habilidades_de_Veela____Electrokinesis.png","[Ataque y Defensa] (ADQUIRIBLE) Capacidad de manipular la electricidad para utilizarla a su favor.","900","999","0","0","0","0","0","0","0","0","36","0","0"
"1014","Plumas Navaja","migrated/Habilidades____Habilidades_de_Veela____Plumas_Navaja.png","[Ataque y Defensa] (ADQUIRIBLE) Habilidad que envuelve al veela con sus alas en modo de defensa, después del movimiento envolvente la plumas salen disparadas al oponente.","900","999","0","0","0","0","0","0","0","0","36","0","0"
"1015","Agilidad y Flexibilidad","migrated/Habilidades____Habilidades_de_Veela____Agilidad_y_Flexibilidad.png","[Defensa] (INNATA) Pueden contorsionar y dislocar sus articulaciones sin problema.","0","0","0","0","0","0","0","0","0","0","36","0","0"
"1016","Burbuja de Aire","migrated/Habilidades____Habilidades_de_Veela____Burbuja_de_Aire.png","[Defensa] (INNATA) Crea una burbuja de aire alrededor de la persona y así protegerlo de los ataques.","0","0","0","0","0","0","0","0","0","0","36","0","0"
"1017","Pararrayos","migrated/Habilidades____Habilidades_de_Veela____Pararrayos.png","[Defensa] (ADQUIRIBLE) Resistencia y protección contra la electricidad.","600","999","0","0","0","0","0","0","0","0","36","0","0"
"1018","Velocidad","migrated/Habilidades____Habilidades_de_Veela____Velocidad.png","[Defensa] (INNATA) Puede explotarse en temas de rol, NO para escapar de un duelo/enfrentamiento.","0","0","0","0","0","0","0","0","0","0","36","0","0"
"1019","Atmosférico","migrated/Habilidades____Habilidades_de_Veela____Atmosferico.png","[Neutrales] (INNATA) Control sobre el clima. Solo puede ser utilizada ON rol.","275","999","0","0","0","0","0","0","0","0","36","0","0"
"1020","Allure","migrated/Habilidades____Habilidades_de_Veela____Allure.png","[Neutrales] (INNATA) Dan la imagen de una apariencia seductora con la que conquistan los demás. No los manipula, solo los seduce.","0","0","0","0","0","0","0","0","0","0","36","0","0"
"1021","Camuflaje","migrated/Habilidades____Habilidades_de_Veela____Camuflaje.png","[Neutrales] (ADQUIRIBLE) Permite ocultarse en la naturaleza sin ser detectado por ningún humano.","900","999","0","0","0","0","0","0","0","0","36","0","0"
"1022","Telepatía","migrated/Habilidades____Habilidades_de_Veela____Telepatia.png","[Neutrales] (ADQUIRIBLE) Es la habilidad que tienen para comunicarse entre Veelas y funciona en humanos que no controlan la Oclumancia.","400","999","0","0","0","0","0","0","0","0","36","0","0"
"1023","Concentración","migrated/Habilidades____Habilidades_de_Veela____Concentracion.png","[Neutrales] (INNATA) Habilidad para prestar atención al entorno.","0","0","0","0","0","0","0","0","0","0","36","0","0"
"1024","Control Animal","migrated/Habilidades____Habilidades_de_Veela____Control_Animal.png","[Neutrales] (ADQUIRIBLE) Permite comunicarse, sin necesidad de transformarse, con cisnes, caballos, lobos y aves. La comunicación no aplica para licántropos transformados y animagos.","500","999","0","0","0","0","0","0","0","0","36","0","0"
"1025","Control Emocional","migrated/Habilidades____Habilidades_de_Veela____Control_Emocional.png","[Neutrales] (ADQUIRIBLE) Requiere &#34;Allure&#34;.","1000","999","0","0","0","0","0","0","0","0","36","0","0"
"1026","Curación","migrated/Habilidades____Habilidades_de_Veela____Curacion.png","[Neutrales] (ADQUIRIBLE) Curación","600","999","0","0","0","0","0","0","0","0","36","0","0"
"1027","Elegancia Suprema","migrated/Habilidades____Habilidades_de_Veela____Elegancia_Suprema.png","[Neutrales] (ADQUIRIBLE) Supremacía en sus movimientos expresando gracia y delicadeza en ellos.","300","999","0","0","0","0","0","0","0","0","36","0","0"
"1028","Mimetización del aroma","migrated/Habilidades____Habilidades_de_Veela____Mimetizacion_del_aroma.png","[Neutrales] (ADQUIRIBLE) Capacidad de disminuir o disimular el aroma particular de la raza.","300","999","0","0","0","0","0","0","0","0","36","0","0"
